Cell	Cbfa2t3h	Cdh1	Cdh5	Egfl7	Eif2b1	Erg	Ets1	Ets2	Etv2	Etv6	Fli1	FoxH1	FoxO4	Gata1	Gfi1	Gfi1b	HbbbH1	Hhex	HoxB2	HoxB4	HoxD8	Ikaros	Itga2b	Kdr	Kit	Ldb1	Lmo2	Lyl1	Mecom	Meis1	Mitf	Mrpl19	Myb	Nfe2	Notch1	Pecam1	Polr2a	Procr	Runx1	Sfpi1	Sox17	Sox7	Tal1	Tbx20	Tbx3	Ubc
HFA1_058	-2,530581723	-14	1,686476028	-2,181524743	0,528595978	-14	-14	2,457172258	-0,999237203	-4,414154683	0,865319358	0,052411737	-1,134094743	-4,298987653	-3,597316433	-2,209520033	-14	-3,517393733	-14	-14	-14	-1,722881703	-3,367414863	-1,334718483	-1,496959463	-14	-14	1,500246348	-14	-3,240303843	-14	-1,652333983	-1,104114933	-4,309798993	-8,100027923	-2,080691063	-0,629279632	-3,430474823	0,362624998	0,617736998	-14	-7,345369443	0,077375998	-14	-4,442762343	1,753017638
HFA1_059	-1,234389855	-14	4,842596055	0,816571995	-0,460158525	-0,593768825	-2,674443335	0,111179125	-3,427653735	-1,491779165	3,663762885	-2,450336965	-2,087493425	-14	-14	-3,474447065	-14	-0,698378495	-14	-3,175729205	-14	-3,804215635	-1,216192065	1,691928615	-0,777430905	-1,338330475	-14	0,884874935	-2,241348505	-1,957610845	-14	-1,979656165	-14	-14	-4,075720735	0,282182995	-1,215730295	-1,157629855	-1,073687295	-0,713161615	-14	-0,805728015	-1,314527125	-14	-14	3,655544985
HFA1_062	-2,499335518	-14	4,368261913	0,644371533	0,036557483	-3,479658028	-2,326137948	0,832955733	-3,617657158	-1,576740648	2,289800223	-0,443398287	-2,602133218	-14	-14	-14	-14	-1,749069958	-14	-2,207879348	-14	-3,929102698	-3,843129288	1,255389203	-1,746002368	-1,668203438	-4,781826738	0,080438023	-3,995010968	-1,087669238	-5,942062678	-1,585635668	-14	-14	-5,448497698	-1,381868878	-0,747834467	-2,715245538	-2,885632968	-2,664630628	-2,496676688	-1,558255878	-1,697352688	-14	-4,302360938	2,296912653
HFA1_063	-3,862415518	-14	1,643131463	-3,071127928	0,129346523	-14	-6,320002978	1,118985943	-1,713467758	-2,315084628	1,483715033	0,681804433	-0,816119167	-1,613403978	-14	-0,356605557	-0,015867437	-1,276258828	-14	-3,322547068	-14	-1,246772548	-2,653221008	-1,565971698	-1,970429248	-2,986723958	-9,184207368	0,220708973	-14	-14	-14	-1,355888528	0,565000083	-4,033903198	-14	-0,955992407	-1,138980618	-4,511092568	0,081597443	-1,404991118	-14	-3,873268388	-0,394853537	-14	-4,474764148	2,365522623
HFA1_064	-2,49958999	-14	2,17516855	0,57489121	0,08737578	-2,27284164	-1,01564815	2,24555963	-2,21907122	-1,8372026	3,17383538	0,27036418	-1,30749496	-14	-14	-14	-4,40425996	-2,14422329	-14	-14	-14	-5,09713106	-3,33651112	2,07243492	-0,73864206	-0,71916865	-5,54685089	-1,17918007	-14	-1,60253073	-14	-2,46350067	-14	-14	-4,19621251	-0,68227782	-0,36380366	-5,00288692	-2,35398504	-4,0315862	-4,35313291	-2,17742064	-2,11340821	-6,30037846	-4,32452071	2,73992855
HFA1_065	-1,749372155	-14	0,183218925	-0,506969385	-0,083383295	-4,834693305	-1,602287565	2,036706125	-0,186678415	-2,200825925	2,756743935	-0,294732525	-1,213780425	-14	-14	-14	-14	-0,533343835	-14	-5,626193935	-14	-14	-14	1,703495445	-2,439569275	-2,346022485	-14	-0,232006545	-4,802704985	-1,050813285	-14	-1,456575495	-14	-5,038215955	-5,184316255	-1,280319305	-0,144253725	-14	-3,426083555	-4,262698145	-3,447781475	-1,538176605	1,699013495	-7,385566105	-14	1,684212515
HFA1_066	-2,437473833	-14	1,533104008	-0,036789863	0,562230018	-1,321414773	-1,929677773	1,560051378	-1,526224423	-1,001420543	2,634070538	0,770323058	0,846409738	-3,337959933	-4,018578213	-1,410693903	-1,486982563	-14	-14	-2,022443863	-14	-1,214295373	-4,333861903	0,455603718	-0,056098412	-1,810727283	-3,668938723	1,695101168	-14	-0,571480143	-14	-2,144728353	-0,708108043	-3,189392913	-3,903667853	-0,862873552	0,139735757	-14	1,243427378	-0,831064043	-14	-14	1,008781048	-5,942566553	-3,386984363	1,442762578
HFA1_067	-5,559238105	-14	0,348545895	-0,732657115	-0,064416755	-2,489397285	-4,318466195	-0,012705885	-1,205604165	-3,234763155	2,797429105	0,091658765	-2,704524975	-14	-14	-14	-3,467162625	-1,175966765	-14	-5,195802275	-14	-14	-4,777691465	1,096489945	-2,174998595	-1,138608435	-4,964915305	-14	-3,971548615	-1,218470005	-6,142253765	-1,851076875	-14	-14	-5,739517515	-2,203977875	-0,264175765	-14	-9,164018665	-14	-2,785166745	-1,024244195	0,410127705	-8,089277475	-4,385277095	2,179669395
HFA1_068	-14	-4,543410495	-14	-5,620008315	-0,421478315	-5,360430735	-5,789343285	-1,549277395	-1,336286465	-4,833983195	-0,917148355	0,551638835	-0,401916125	-14	-14	-14	-4,865702695	-14	-14	-3,946752925	-14	-14	-14	0,000574435	-2,252995535	-1,397935645	-14	-14	-14	-4,605003785	-14	-1,331612415	-3,876831795	-14	-8,958394975	-4,832754525	-0,938132345	-4,579398035	-6,878903495	-14	-14	-14	-14	-5,205803135	-2,951856825	2,691223075
HFA1_069	-4,964880615	-14	0,837499405	-1,414883605	0,552905435	-14	-1,929739155	-0,057256845	-2,736703325	-3,056439265	0,677991865	-0,360123495	-0,321449135	-14	-4,691173845	-5,054024435	-3,922196175	-1,862989475	-14	-3,390991025	-14	-3,832918795	-5,017334865	-0,099857825	-4,431655545	-2,817962855	-4,997190765	-0,358465835	-14	-2,440111655	-14	-1,709778205	-0,623474705	-5,567748235	-6,366018265	-1,863970755	-1,156252695	-2,606354085	-0,246511365	-4,865691035	-14	-3,258460715	-0,288467785	-6,344273945	-14	2,313125465
HFA1_071	-1,612826343	-14	2,244606258	-0,069855263	0,647108068	-2,978254243	-4,172250933	0,649776168	-2,735994233	-4,829655053	2,577374228	0,403908788	0,632961418	-3,380245403	-6,039500243	-2,989138963	-3,597076663	-1,394275853	-14	-14	-14	-2,453070393	-4,007210083	0,078225317	-1,965001323	-0,522201142	-14	1,085643508	-14	-0,683471313	-6,871551123	-2,058381123	-2,408727873	-2,081979053	-7,153882803	-2,147581393	-0,829760302	-1,131381093	1,222440988	-1,972816823	-3,570300513	-2,517454243	0,257145678	-14	-14	2,241033358
HFA1_072	-3,06993102	-14	2,86954596	-0,85850897	0,7444399	-2,28841034	-2,02671024	0,57599417	-4,88461213	-2,84842271	2,44002807	0,69918895	-0,07483174	-14	-2,61346848	-1,59317796	-0,03479081	-1,26277479	-14	-4,22379412	-14	-5,34831345	-3,13319763	0,09161731	-1,27615355	-1,47042052	-14	0,68555715	-3,09079853	-0,02060344	-5,52153426	-3,00580642	-1,12052562	-5,32396753	-5,37400777	-0,38477438	-0,4112496	-0,24758085	1,27261195	-1,3328849	-4,01077949	-1,49510837	-1,4595842	-6,24710369	-4,68624824	2,67261612
HFA1_073	-4,253396675	-14	2,857068395	0,020237945	0,400258105	-1,709741275	-1,746453355	1,389187975	-1,907968035	-2,188342505	3,052214025	0,218580085	-0,787572735	-4,383688995	-14	-1,673850765	-14	-1,568812905	-14	-14	-14	-2,237545015	-3,055520485	-0,256945455	-1,494324675	-0,956821665	-14	-2,212859555	-4,751836665	-1,050631385	-14	-2,456799795	-4,343576715	-6,823167135	-5,266084235	-0,399991605	-0,358749575	-14	-0,392189505	-14	-14	-3,378213685	-0,139388005	-14	-4,991788065	2,415291265
HFA1_075	-2,79825551	-14	2,27330937	0,07107106	-0,46994438	-4,15339155	-3,72354184	2,33371388	-14	-2,19635249	1,47668283	0,39123882	0,47501621	-1,48194886	-2,54362939	-0,40509115	-14	-14	-14	-3,02425294	-14	-1,68159888	-4,11316539	1,29347597	-1,35147579	-2,375341	-14	1,35310475	-14	-14	-14	-1,98555705	0,25502218	-4,07126357	-5,57286991	-1,91800964	-0,50441152	-2,45065642	0,55258466	-1,26582919	-14	-2,60184833	0,37292305	-8,52052475	-14	2,95991295
HFA1_076	-2,152594513	-14	-0,067712312	-3,477392993	0,815373338	-4,106626223	-4,127320513	1,379479608	-3,425767943	-2,765712533	-0,099863492	0,250620618	-0,334325532	-2,621509433	-14	-1,849333283	-0,013497042	-3,174050183	-14	-14	-14	-1,216550873	-1,223512173	-2,063273963	-0,612704302	-1,615155183	-14	-1,715274423	-14	-3,846944433	-14	-2,821360983	0,089037297	-2,384478213	-8,654081613	-0,959199183	-0,019641153	-14	0,814121068	0,133188358	-14	-14	-2,302375263	-14	-14	2,025628798
HFA1_077	-3,4243736	-14	0,50245498	-1,22265781	-0,17740393	-2,8348791	-2,58609983	1,49094233	-14	-2,38705886	2,26751439	0,18563649	0,03794036	-4,99761785	-5,67707906	-0,14257508	0,09238538	-2,8640249	-14	-4,40011147	-14	-2,3592622	-14	0,04659155	-2,08552742	-1,04310725	-14	-0,30311306	-14	-3,06114222	-5,89378939	-1,93056566	-1,33851599	-4,50207747	-7,62930033	-1,11645217	-0,37899849	-4,32903175	0,71570173	-4,2472309	-14	-4,16891556	-0,62219469	-8,38379484	-4,11555724	2,48696808
HFA1_078	-3,468511743	-14	0,104265618	-0,918558263	0,566757678	-6,164307233	-2,341299363	1,282888628	-7,546264483	-1,657109983	2,074286228	0,329932918	-0,931850322	-14	-5,888888893	-1,312822753	-4,485999833	-2,478447343	-14	-3,940220493	-14	-5,599092533	-3,547703513	-1,034514383	-4,720090563	-2,753876963	-9,514559153	0,006566598	-14	-14	-14	-1,473071303	-1,259118933	-14	-6,368092403	-1,346838873	-1,094889183	-3,180359963	0,579128928	-3,962670973	-14	-2,027972683	-0,747964312	-14	-4,076617943	2,001202808
HFA1_079	-1,838357558	-14	-14	-3,291993138	-0,262320078	-14	-3,044963068	-0,442986337	-0,208318107	-3,194468948	1,845005313	0,619886583	-1,331983038	-14	-14	-3,385986168	-14	-2,276941558	-14	-3,907043798	-14	-14	-14	0,817594633	-6,298727548	-14	-14	-0,730006477	-14	-1,335556998	-6,690940928	-2,299342928	-7,819665968	-14	-5,803696118	-14	0,334500003	-14	-3,430757968	-3,260860768	-4,429217508	-1,714816128	-0,050561817	-5,498856338	-2,238483118	2,227163003
HFA1_080	-14	1,58251864	-14	-3,4615498	-0,09806117	-14	-14	0,59338147	-14	-14	-14	-0,46943243	0,49654575	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-4,80076329	-1,59197615	-14	-2,71644249	-14	-14	-14	-3,72398818	-14	-14	-14	-14	-0,26075289	-14	-14	-14	-14	-14	-14	-14	-14	4,08280224
HFA1_081	-4,621491073	-14	-14	-14	-0,002749993	-14	-4,485110473	-0,560286323	-4,424890783	-3,252346233	-14	0,986615298	-1,946807903	-14	-5,048574783	-14	-14	-3,477851813	-14	-14	-14	-14	-14	-1,294823163	-4,434399573	-0,602835103	-14	-14	-2,613974343	-2,315743273	-5,407507533	-1,806815033	-14	-14	-7,239265333	-14	-0,768052362	-14	-14	-14	-14	-14	-14	-7,267179603	-14	2,577617388
HFA1_082	-2,95610346	-14	1,84869908	-0,91882932	0,65965911	-2,65635487	-2,86627931	1,65795173	-1,23304987	-3,00201822	2,58634223	0,50122131	-0,08622088	-3,89535847	-3,78667673	-2,45130919	0,72446675	-0,53508465	-14	-14	-14	-1,09301854	-3,68956946	0,20045683	-0,78540492	-1,35867768	-14	-0,5109417	-14	-1,41506624	-14	-1,80815025	-1,49169141	-4,67227745	-5,69498637	-1,09521137	-1,10246746	-0,45012974	0,43019301	-0,54010604	-14	-5,52185049	0,5177237	-14	-14	2,2509586
HFA1_083	-3,801996968	-14	-1,807415078	-1,330087008	0,004209623	-2,926033508	-2,318721438	2,501093453	-1,584680318	-2,303901558	3,993915043	-0,317734027	-1,269707488	-14	-14	-14	-14	-2,429758348	-14	-1,570829168	-14	-4,928403788	-14	1,560437973	-3,370846438	-1,562167858	-5,138117568	-0,332113208	-14	-0,248449658	-14	-1,941398458	-3,454342008	-14	-4,466334868	-0,539198688	-0,815376928	-14	-4,428665198	-14	-2,782638858	-0,428316258	0,675471663	-7,263474278	-4,800365258	2,752565763
HFA1_084	-4,422635308	-14	-14	-14	-0,198853347	-14	-5,492917318	-3,082136028	-3,093207278	-3,456270288	-14	1,343150193	0,432186993	-14	-14	-14	-14	-14	-14	-5,419461568	-14	-14	-14	0,455814683	-5,258205218	-1,593726008	-14	-14	-14	0,628815253	-14	-1,667648138	-14	-14	-14	-14	-0,569991747	-14	-4,505712418	-14	-14	-14	-14	-4,023417778	-4,527317398	2,436493233
HFA1_085	-4,095219275	-14	0,705147765	-2,599731365	0,804877015	-14	-5,158326705	1,827304575	-4,208419455	-2,465393095	0,626224855	0,582790055	-1,787254115	-2,098863315	-5,745707845	-0,304464525	1,472731515	-3,083710515	-14	-14	-14	-1,840447785	-2,297892625	-2,422946635	-2,302074185	-0,611172115	-4,779296535	0,845894285	-14	-4,676057355	-6,110137965	-1,331942855	-0,283522325	-2,856025755	-14	-1,798561575	-0,727618185	-4,948591335	-0,417884645	-0,188163175	-14	-14	-0,805631125	-14	-5,439954465	1,254684025
HFA1_087	-3,512245663	-14	-14	-0,052009063	-0,295257832	-3,221595323	-5,411372953	0,507921037	-0,281100083	-1,989339793	2,032648918	0,667645197	-1,439266923	-14	-14	-14	-14	-0,998089553	-14	-14	-14	-14	-14	2,036857808	-6,638363583	-1,386174593	-3,931467083	-3,525204683	-14	-0,233762083	-14	-2,359709663	-14	-14	-3,723258123	-3,115926513	-0,127085053	-14	-6,549334303	-8,340756223	-14	-1,518320653	0,257852148	-7,388648503	-8,315175413	2,782052548
HFA1_088	-14	-14	-14	-3,786702913	-0,125357772	-14	-14	-0,975251732	-14	-2,879533333	-1,767457953	0,592633638	-0,613601423	-14	-14	-14	-3,207502683	-14	-14	-2,543940703	-14	-14	-14	-1,874353743	-4,889973993	-2,401411873	-14	-14	-4,572209703	-1,961808183	-14	-1,050992483	-14	-14	-14	-14	-1,373991543	-14	-14	-14	-4,294448013	-14	-14	-3,256870303	-3,588237103	2,550341798
HFA1_089	-5,34154876	-14	-6,15121335	-2,56852726	0,17279765	-14	-3,68009882	-0,4249383	0,05824233	-2,60622579	1,60781909	0,83058043	-0,16937495	-14	-14	-14	-14	-2,87139395	-14	-4,71095122	-14	-14	-14	1,44505727	-3,16902371	-1,42170815	-14	-1,70585192	-14	-2,68744862	-14	-1,00584552	-5,09367657	-14	-5,33845156	-2,84192425	-1,34391766	-14	-5,11103838	-5,32438067	-4,29598028	-1,3777281	-0,15265073	-6,42015641	-3,33630219	2,17696553
HFA1_090	-4,606030273	-14	-14	-4,286463323	0,523784787	-14	-3,650963903	-2,070728943	-2,710302633	-2,907272073	-14	1,440586298	-0,129750463	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-0,451971293	-4,188106393	-0,703656523	-14	-14	-14	0,938915327	-14	-2,441688993	-3,286933063	-14	-6,772110613	-14	-0,484856073	-14	-14	-14	-5,039120313	-14	-2,775968893	-5,856474743	-4,610995793	2,402760278
HFA1_091	-14	-5,631818945	-4,261352605	-0,959511935	-0,495937275	-4,527423495	-5,436754405	-0,585829835	-0,611632035	-2,830666025	1,967410865	0,071758605	-1,165387065	-14	-14	-5,081194255	-14	-0,732848225	-14	-4,105148825	-14	-14	-14	0,905922345	-3,545039405	-14	-5,494351815	-3,299588125	-14	-0,809998975	-6,127659745	-1,290013485	-4,316680125	-14	-6,378897445	-14	-0,769141105	-4,190370555	-6,554652665	-4,528669375	-4,581986585	-2,071539885	0,129959685	-6,663669445	-14	2,555091865
HFA1_092	-2,359033593	-14	2,350987298	-0,189634972	-0,423005813	-1,564609203	-1,535837093	1,230685978	-5,069716453	-2,195948773	3,752818808	0,126190458	-2,333940043	-14	-14	-1,468298703	-3,069967283	-3,702324173	-14	-14	-14	-5,216682693	-4,333923853	1,322971698	-1,304628003	-2,444233033	-4,037606053	-1,015731453	-5,288809423	-0,902528822	-7,278065703	-1,513785583	-14	-6,420563953	-2,794045203	-1,784994053	-0,849004492	-3,024018053	-2,874760413	-2,606245813	-2,655694293	-3,596525543	-0,424657902	-6,737002153	-5,051310893	2,785795888
HFA1_093	-1,90543485	-4,92855168	2,59488109	-0,65955598	-0,03234148	-2,80942502	-1,1348069	1,49946869	-2,60228932	-2,74544536	2,65770986	-0,73903912	-0,71084423	-4,78694409	-14	-14	-4,03654147	-3,0973113	-14	-3,23904497	-14	-5,14324769	-8,2716459	1,36277181	-1,21854485	-0,97806426	-4,89665846	1,16456792	-4,23812913	-0,87865679	-14	-1,650282	-14	-5,71345501	-6,36669611	-0,17353414	-1,22306405	-14	-3,16864885	-14	-5,02860878	-1,94708794	-0,12737118	-14	-4,77555541	2,90568753
HFA1_094	-2,088379785	-14	4,268068025	0,123890435	0,460704935	-4,522765645	-1,749680755	0,895512505	-4,960752625	-2,719253035	3,208320235	-0,478429885	-3,444693915	-14	-14	-4,150606915	-14	-14	-14	-3,740199955	-14	-5,774457035	-2,467321515	0,638046305	-1,395017235	-1,358138335	-4,233309695	0,615763015	-14	-1,261676695	-14	-1,744248135	-3,248999415	-14	-4,577723575	-0,709682865	-1,174585395	-4,258053505	-0,372953735	-2,199476565	-4,654911095	-1,170947585	-0,195175235	-14	-3,291907605	2,458128595
HFA1_095	-4,09056257	-14	-0,70274457	-0,25359421	-0,47227797	-14	-2,09223762	1,6263841	-2,17703492	-2,0120499	2,40395359	0,62859927	-1,6450125	-14	-14	-14	-14	-2,11885473	-14	-14	-14	-14	-14	1,59280534	-4,19421812	-2,75779686	-8,17696633	-2,06729675	-14	-2,01205455	-14	-0,9507997	-14	-6,21005276	-5,75506863	-2,20926959	-1,04567223	-14	-4,69241542	-14	-4,33644554	-1,9849599	-0,98460255	-8,05605511	-14	2,4687499
HFA1_096	-2,728725053	-14	2,124516318	-3,402175923	0,300209067	-14	-3,836588983	0,900822337	-5,282662593	-1,360037873	0,673838357	0,293149467	-1,259348203	-3,007623503	-14	-2,038032313	2,059448088	-3,881699953	-14	-3,007354473	-14	-2,730427953	-3,667713743	-1,134611953	-0,359939093	-1,625073253	-6,779197833	-0,172555843	-3,875849703	-3,802401083	-14	-1,730685513	0,482405647	-3,766542613	-14	-1,268362723	-0,882131923	-14	0,599795618	0,230982778	-14	-14	-1,424946453	-14	-14	2,312608368
HFA1_098	-2,902869085	-14	1,100804365	0,278916765	-0,370686115	-1,327756745	-1,834557545	1,591418625	-1,166338695	-2,843491895	2,638189835	1,175394975	-2,003775525	-14	-14	-14	-14	-1,094417985	-14	-14	-14	-4,854268235	-14	1,864427475	-1,218739505	-1,603055015	-14	-2,171416305	-4,773495195	0,548426155	-3,598932195	-1,522747835	-3,667352485	-14	-5,559470215	-1,669829895	0,322980845	-3,740163885	-3,955573005	-1,607650035	-1,687774765	-1,334631505	0,607417345	-4,635060015	-3,874876035	1,570453105
HFA1_099	-5,099948533	-14	2,580495918	-1,345150403	-0,327509292	-2,926897163	-2,502525183	1,425061708	-4,927520023	-2,607028063	2,215622348	0,052005698	-0,520095863	-14	-14	-2,699307693	-14	-2,133146223	-14	-2,703654323	-14	-1,940173263	-4,647346373	-0,006638712	-2,431140423	-14	-5,110738553	0,010675428	-14	-3,411903273	-5,190667003	-1,678399473	-0,394195753	-14	-7,745389453	-2,364879193	-0,882803192	-2,253586063	0,027314318	-14	-14	-2,328740133	-0,464370512	-9,010423593	-5,171275463	2,888711958
HFA1_101	-2,16183171	-14	-1,04069569	-0,33016222	-0,65898408	-1,87138559	-3,20309829	0,62221228	-0,13334886	-1,32150069	3,96674071	0,72717134	-1,36696614	-14	-14	-2,31089157	-14	-0,86060114	-14	-4,09635449	-14	-14	-4,8575309	2,27119809	-4,48813537	-1,63787088	-4,79275397	-1,33721505	-14	-4,31153617	-14	-1,11512449	-14	-14	-4,50028842	-2,31553218	-0,57261252	-14	-6,57312614	-4,94050429	-14	-1,40887315	0,96706248	-6,8318347	-14	2,34672109
HFA1_102	-14	-14	-14	-2,46807963	-0,1207711	-14	-3,89500646	-0,50002642	0,96714696	-3,23608683	-14	1,37988574	-0,09459521	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	0,98200423	-4,1476124	-1,79724733	-14	-14	-14	0,9534737	-14	-1,92367032	-14	-14	-7,90349424	-14	-0,35776558	-14	-14	-14	-14	-14	-14	-6,1429736	-14	2,402207
HFA1_104	-4,592831138	-14	1,506696303	0,196605852	-0,854462847	-14	-2,086142188	2,400353313	-1,916980798	-2,270174808	2,892842543	-0,240842238	-0,552089808	-14	-14	-14	-14	-0,124918717	-14	-7,822937428	-14	-4,610916488	-3,928828988	2,067493483	-4,197195378	-1,660621728	-7,856698098	-14	-14	0,203056643	-14	-1,405011098	-3,899387418	-14	-4,802302528	-0,773948847	-0,298147198	-1,880598198	-4,896534488	-3,251226668	-14	-2,449943448	0,352883183	-5,494477648	-3,146867268	2,557621143
HFA1_105	-2,061900173	-14	2,947854088	-2,386235203	0,474970808	-4,872323303	-3,785886593	1,829313638	-2,382080203	-3,881319553	2,831498868	1,142792338	-0,080238802	-3,145568153	-14	-1,033065563	-0,012046842	-1,492395563	-14	-4,626605993	-14	-0,892169382	-1,170394593	-0,465303143	-1,754633283	0,338718438	-6,235726223	0,275586558	-14	-1,243373673	-14	-1,312885603	-1,540932293	-4,677585383	-5,482566943	-1,261075203	-0,675540952	-2,780924343	0,234155118	-1,643967353	-14	-14	-0,424509802	-8,326894153	-4,842456303	1,513455748
HFA1_106	-14	-14	-3,414184138	-1,374857418	-0,173129768	-14	-8,201998628	-1,199865188	-0,475100688	-2,212378988	1,482854063	1,115523323	-0,824107318	-14	-14	-14	-3,785317738	-0,274588118	-14	-14	-14	-14	-14	1,762565123	-3,018857198	-1,478657828	-14	-14	-14	-1,242603588	-8,585054138	-1,595607778	-4,390851858	-14	-5,056153208	-5,123167238	-0,496837188	-4,582751918	-14	-14	-14	-3,152840308	-0,254041898	-7,697276668	-14	2,265574733
HFA1_107	-14	-14	-3,893594503	-14	0,143304257	-14	-3,969169423	-1,957345373	0,841310337	-2,841211853	0,197118297	-0,052489583	-1,056270893	-14	-14	-14	-14	-4,576610453	-14	-14	-14	-14	-14	1,688340568	-2,192238823	-1,160959063	-3,712069233	-14	-14	-2,533883343	-5,747800593	-1,724008093	-14	-14	-4,825243733	-3,166417833	-0,647687923	-14	-14	-14	-14	-14	-0,389481933	-6,813167143	-14	2,228391758
HFA1_108	-2,146037215	-14	-2,201831135	-0,020956495	0,514293885	-3,978247655	-3,590690455	-0,408988165	-0,108728285	-1,378236995	1,915106325	1,863699355	-0,669203595	-14	-14	-14	-14	-2,503490475	-14	-14	-14	-14	-14	1,868722775	-2,491124205	-0,755992555	-5,215571955	-1,472707185	-14	0,771445615	-5,432089365	-1,684417745	-4,042674045	-14	-4,777336305	-2,136065965	-0,855790235	-14	-5,514882725	-14	-2,646964185	-2,059483255	1,000182665	-7,549223665	-4,180949435	2,025914095
HFA1_109	-3,81181002	-14	0,36628459	0,38399416	-0,56030297	-1,24203054	-14	1,58548385	0,19805973	-1,51656653	3,3856729	0,82302316	-2,45485442	-14	-14	-14	-14	-0,4700852	-14	-14	-14	-14	-4,09100329	2,08783189	-2,26464063	-1,89246265	-5,71328283	-1,05870777	-14	-0,30122502	-14	-1,57445416	-14	-14	-5,1886544	-3,14844785	-0,42664708	-3,01393798	-14	-5,20641354	-14	-1,01820043	0,68819141	-8,35553118	-14	2,56140421
HFA1_110	-3,443189368	-14	2,077360743	-0,908985448	0,805937412	-3,015926948	-5,027280768	-0,307456648	-4,952089618	-2,955589538	1,224491613	0,810580622	-0,674348418	-2,088013118	-14	-2,027600078	0,897736762	-2,386896808	-14	-14	-14	-2,266195398	-2,493426348	-1,506351138	-2,440689478	-0,293485288	-14	-0,360374608	-14	-4,240253628	-14	-1,045921908	-1,604575158	-3,120726518	-6,572577808	-1,241158488	-1,175583188	-2,798896188	-0,207588918	-1,834063908	-14	-3,538816608	-0,752668558	-14	-14	1,415567683
HFA1_111	-5,402456768	-14	-0,178274377	-1,502518858	0,214829243	-4,108987878	-3,238189998	0,579693473	-4,491470408	-3,368373708	1,551007643	0,727191113	-0,508543628	-2,244888688	-2,419110978	-1,005996968	-14	-14	-14	-14	-14	-0,795768158	-3,683571238	-0,818319067	-2,387290698	-2,431289858	-14	-0,205720787	-14	-14	-14	-2,394149248	0,136459693	-5,891900518	-14	-0,759752978	-0,597292257	-3,922588238	-0,051421227	-14	-14	-3,768324828	0,426291543	-8,759530808	-14	2,776612263
HFA1_112	-3,553284833	-14	0,190833178	-0,597500243	-0,127442073	-2,981657583	-2,975837883	1,997041838	-1,305725813	-1,917088233	3,012757478	-0,124075553	-0,437405963	-14	-14	-14	-14	-2,280182603	-14	-2,667634863	-14	-4,821189703	-5,424861563	1,560576048	-2,895386713	-2,550163393	-4,704790353	-2,310392793	-14	-1,177744923	-14	-1,177980503	-4,957224003	-14	-4,862976423	-0,841408933	-1,117582803	-3,627483793	-4,394295613	-14	-1,744332303	-1,275792743	0,084320088	-6,580978163	-4,397773763	2,423005378
HFA1_113	-3,515359298	-14	3,740748283	0,262409203	-0,238385417	-4,261111288	-1,275777028	1,340286763	-2,238318318	-3,877142108	2,351217953	0,254210283	0,554748653	-14	-14	-3,431949298	-14	-1,351864068	-14	-2,576114798	-14	-3,819494788	-2,843676558	1,208429873	-1,484896278	-0,840068497	-4,473131418	-0,317957017	-14	-0,294818087	-5,814305138	-1,829239988	-14	-5,135917118	-4,028894768	-0,770597687	-0,110323017	-3,029806818	-0,949733177	-5,236523368	-4,661495848	-1,380494728	1,728499293	-7,482520028	-3,430424748	2,177948423
HFA1_114	-14	1,004285378	-14	-14	-0,118500923	-14	-14	0,821730558	-14	-14	-14	-0,758468073	1,843837728	-14	-14	-3,370335493	-14	-14	-14	-14	-14	-14	-14	-14	-5,359993963	-1,238597193	-14	-14	-14	-3,890771393	-14	-2,090402693	-14	-14	-14	-14	-0,539597183	-14	-5,042473183	-14	-4,836506313	-14	-14	-14	-14	2,748500798
HFA1_115	-2,73609001	-14	-2,46923975	-2,01620622	-0,08841567	-3,857235	-2,86238494	1,08645294	-3,70326157	-3,39172041	2,20512961	0,38182846	-1,1395144	-6,20585428	-14	-2,43288303	-14	-0,62447729	-14	-14	-14	-2,46879295	-4,9005573	0,5786063	-3,04656944	-2,94868462	-14	-1,71551459	-14	-1,68008141	-14	-1,60484478	-1,05988582	-6,07266812	-5,06465072	-4,3764154	-0,41977683	-2,64751129	-1,02328519	-14	-4,88244122	-2,22566733	-0,54267971	-14	-4,04880448	2,11303728
HFA1_116	-3,540063753	-14	-1,230126373	-4,172047393	0,520826518	-14	-6,145567093	0,650099848	-14	-2,746175893	-0,207761743	-0,482969463	-1,359844703	-2,157107103	-14	-0,262815233	2,822822508	-2,091824263	-14	-14	-14	-1,479858233	-3,919066503	-2,312293743	-1,386660103	-2,298038223	-5,038948763	-0,184832793	-14	-4,885247223	-5,158000903	-1,607022273	0,688530518	-4,195642313	-14	-3,797056043	-1,125760443	-14	-0,290196133	-0,707094133	-14	-5,257814043	-0,694668143	-14	-14	2,211956198
